mes_id,empresa_id,plano_id,categoria_id,faixa_id,custo,qtd
202408,E02,P1,C4,F1,5520.64,0
202408,E02,P1,C5,F1,1472.17,2
202408,E02,P1,C6,F1,858.77,4
202408,E02,P1,C1,F2,1869.42,9
202408,E02,P1,C2,F2,2991.08,17
202408,E02,P1,C3,F2,1869.42,14
202408,E02,P1,C4,F2,8412.4,1
202408,E02,P1,C5,F2,2243.31,4
202408,E02,P1,C6,F2,1308.6,5
202408,E02,P1,C1,F3,2531.51,13
202408,E02,P1,C2,F3,4050.42,26
202408,E02,P1,C3,F3,2531.51,19
202408,E02,P1,C4,F3,11391.8,1
202408,E02,P1,C5,F3,3037.81,5
202408,E02,P1,C6,F3,1772.06,8
202408,E02,P1,C1,F4,3115.71,15
202408,E02,P1,C2,F4,4985.13,30
202408,E02,P1,C3,F4,3115.71,20
202408,E02,P1,C4,F4,14020.67,1
202408,E02,P1,C5,F4,3738.85,7
202408,E02,P1,C6,F4,2180.99,10
202408,E02,P1,C1,F5,3271.49,17
202408,E02,P1,C2,F5,5234.38,31
202408,E02,P1,C3,F5,3271.49,21
202408,E02,P1,C4,F5,14721.71,1
202408,E02,P1,C5,F5,3925.79,7
202408,E02,P1,C6,F5,2290.04,11
202408,E02,P2,C1,F1,1041.26,5
202408,E02,P2,C2,F1,1666.02,11
202408,E02,P2,C3,F1,1041.26,7
202408,E02,P2,C4,F1,4685.67,0
202408,E02,P2,C5,F1,1249.51,2
202408,E02,P2,C6,F1,728.88,3
202408,E02,P2,C1,F2,1586.68,8
202408,E02,P2,C2,F2,2538.69,15
202408,E02,P2,C3,F2,1586.68,10
202408,E02,P2,C4,F2,7140.07,0
202408,E02,P2,C5,F2,1904.02,3
202408,E02,P2,C6,F2,1110.68,5
202408,E02,P2,C1,F3,2148.63,11
202408,E02,P2,C2,F3,3437.81,21
202408,E02,P2,C3,F3,2148.63,16
202408,E02,P2,C4,F3,9668.85,1
202408,E02,P2,C5,F3,2578.36,4
202408,E02,P2,C6,F3,1504.04,7
202408,E02,P2,C1,F4,2644.47,14
202408,E02,P2,C2,F4,4231.15,26
202408,E02,P2,C3,F4,2644.47,17
202408,E02,P2,C4,F4,11900.12,1
202408,E02,P2,C5,F4,3173.37,6
202408,E02,P2,C6,F4,1851.13,8
202408,E02,P2,C1,F5,2776.7,15
202408,E02,P2,C2,F5,4442.71,25
202408,E02,P2,C3,F5,2776.7,20
202408,E02,P2,C4,F5,12495.13,1
202408,E02,P2,C5,F5,3332.03,6
202408,E02,P2,C6,F5,1943.69,9
202408,E02,P3,C1,F1,860.6,4
202408,E02,P3,C2,F1,1376.96,8
202408,E02,P3,C3,F1,860.6,5
202408,E02,P3,C4,F1,3872.7,0
202408,E02,P3,C5,F1,1032.72,1
202408,E02,P3,C6,F1,602.42,2
202408,E02,P3,C1,F2,1311.39,7
202408,E02,P3,C2,F2,2098.23,13
202408,E02,P3,C3,F2,1311.39,9
202408,E02,P3,C4,F2,5901.26,0
202408,E02,P3,C5,F2,1573.67,3
202408,E02,P3,C6,F2,917.97,4
202408,E02,P3,C1,F3,1775.84,10
202408,E02,P3,C2,F3,2841.35,18
202408,E02,P3,C3,F3,1775.84,12
202408,E02,P3,C4,F3,7991.29,1
202408,E02,P3,C5,F3,2131.01,3
202408,E02,P3,C6,F3,1243.09,5
202408,E02,P3,C1,F4,2185.65,10
202408,E02,P3,C2,F4,3497.04,22
202408,E02,P3,C3,F4,2185.65,15
202408,E02,P3,C4,F4,9835.44,1
202408,E02,P3,C5,F4,2622.78,4
202408,E02,P3,C6,F4,1529.96,7
202408,E02,P3,C1,F5,2294.94,11
202408,E02,P3,C2,F5,3671.9,21
202408,E02,P3,C3,F5,2294.94,16
202408,E02,P3,C4,F5,10327.21,1
202408,E02,P3,C5,F5,2753.92,5
202408,E02,P3,C6,F5,1606.45,7
202409,E02,P1,C1,F1,1136.55,6
202409,E02,P1,C2,F1,1818.48,10
202409,E02,P1,C3,F1,1136.55,8
202409,E02,P1,C4,F1,5114.47,0
202409,E02,P1,C5,F1,1363.86,2
202409,E02,P1,C6,F1,795.58,3
202409,E02,P1,C1,F2,1731.88,8
202409,E02,P1,C2,F2,2771.01,18
202409,E02,P1,C3,F2,1731.88,12
202409,E02,P1,C4,F2,7793.47,1
202409,E02,P1,C5,F2,2078.26,3
202409,E02,P1,C6,F2,1212.32,5
202409,E02,P1,C1,F3,2345.26,12
202409,E02,P1,C2,F3,3752.41,24
202409,E02,P1,C3,F3,2345.26,16
202409,E02,P1,C4,F3,10553.66,1
202409,E02,P1,C5,F3,2814.31,5
202409,E02,P1,C6,F3,1641.68,7
202409,E02,P1,C1,F4,2886.47,14
202409,E02,P1,C2,F4,4618.35,27
202409,E02,P1,C3,F4,2886.47,20
202409,E02,P1,C4,F4,12989.12,1
202409,E02,P1,C5,F4,3463.77,6
202409,E02,P1,C6,F4,2020.53,9
202409,E02,P1,C1,F5,3030.8,16
202409,E02,P1,C2,F5,4849.27,27
202409,E02,P1,C3,F5,3030.8,23
202409,E02,P1,C4,F5,13638.58,1
202409,E02,P1,C5,F5,3636.95,6
202409,E02,P1,C6,F5,2121.56,10
202409,E02,P2,C1,F1,957.25,5
202409,E02,P2,C2,F1,1531.6,9
202409,E02,P2,C3,F1,957.25,7
202409,E02,P2,C4,F1,4307.64,0
202409,E02,P2,C5,F1,1148.7,2
202409,E02,P2,C6,F1,670.08,3
202409,E02,P2,C1,F2,1458.67,7
202409,E02,P2,C2,F2,2333.87,14
202409,E02,P2,C3,F2,1458.67,10
202409,E02,P2,C4,F2,6564.02,1
202409,E02,P2,C5,F2,1750.4,3
202409,E02,P2,C6,F2,1021.07,4
202409,E02,P2,C1,F3,1975.28,10
202409,E02,P2,C2,F3,3160.45,19
202409,E02,P2,C3,F3,1975.28,13
202409,E02,P2,C4,F3,8888.77,1
202409,E02,P2,C5,F3,2370.34,4
202409,E02,P2,C6,F3,1382.7,6
202409,E02,P2,C1,F4,2431.12,13
202409,E02,P2,C2,F4,3889.79,25
202409,E02,P2,C3,F4,2431.12,17
202409,E02,P2,C4,F4,10940.03,1
202409,E02,P2,C5,F4,2917.34,5
202409,E02,P2,C6,F4,1701.78,8
202409,E02,P2,C1,F5,2552.67,13
202409,E02,P2,C2,F5,4084.28,25
202409,E02,P2,C3,F5,2552.67,18
202409,E02,P2,C4,F5,11487.03,1
202409,E02,P2,C5,F5,3063.21,6
202409,E02,P2,C6,F5,1786.87,9
202409,E02,P3,C1,F1,774.98,3
202409,E02,P3,C2,F1,1239.97,7
202409,E02,P3,C3,F1,774.98,5
202409,E02,P3,C4,F1,3487.41,0
202409,E02,P3,C5,F1,929.98,1
202409,E02,P3,C6,F1,542.49,2
202409,E02,P3,C1,F2,1180.92,6
202409,E02,P3,C2,F2,1889.47,11
202409,E02,P3,C3,F2,1180.92,8
202409,E02,P3,C4,F2,5314.15,0
202409,E02,P3,C5,F2,1417.11,2
202409,E02,P3,C6,F2,826.64,4
202409,E02,P3,C1,F3,1599.16,8
202409,E02,P3,C2,F3,2558.66,16
202409,E02,P3,C3,F3,1599.16,11
202409,E02,P3,C4,F3,7196.24,1
202409,E02,P3,C5,F3,1919.0,3
202409,E02,P3,C6,F3,1119.41,5
202409,E02,P3,C1,F4,1968.2,10
202409,E02,P3,C2,F4,3149.12,19
202409,E02,P3,C3,F4,1968.2,14
202409,E02,P3,C4,F4,8856.91,1
202409,E02,P3,C5,F4,2361.84,4
202409,E02,P3,C6,F4,1377.74,6
202409,E02,P3,C1,F5,2066.61,10
202409,E02,P3,C2,F5,3306.58,21
202409,E02,P3,C3,F5,2066.61,13
202409,E02,P3,C4,F5,9299.75,1
202409,E02,P3,C5,F5,2479.93,4
202409,E02,P3,C6,F5,1446.63,7
202410,E02,P1,C1,F1,1034.52,5
202410,E02,P1,C2,F1,1655.24,10
202410,E02,P1,C3,F1,1034.52,7
202410,E02,P1,C4,F1,4655.36,0
202410,E02,P1,C5,F1,1241.43,2
202410,E02,P1,C6,F1,724.17,3
202410,E02,P1,C1,F2,1576.42,8
202410,E02,P1,C2,F2,2522.27,16
202410,E02,P1,C3,F2,1576.42,11
202410,E02,P1,C4,F2,7093.88,0
202410,E02,P1,C5,F2,1891.7,3
202410,E02,P1,C6,F2,1103.49,5
202410,E02,P1,C1,F3,2134.73,12
202410,E02,P1,C2,F3,3415.57,21
202410,E02,P1,C3,F3,2134.73,15
202410,E02,P1,C4,F3,9606.3,1
202410,E02,P1,C5,F3,2561.68,4
202410,E02,P1,C6,F3,1494.31,7
202410,E02,P1,C1,F4,2627.36,13
202410,E02,P1,C2,F4,4203.78,25
202410,E02,P1,C3,F4,2627.36,18
202410,E02,P1,C4,F4,11823.14,1
202410,E02,P1,C5,F4,3152.84,6
202410,E02,P1,C6,F4,1839.15,7
202410,E02,P1,C1,F5,2758.73,14
202410,E02,P1,C2,F5,4413.97,28
202410,E02,P1,C3,F5,2758.73,18
202410,E02,P1,C4,F5,12414.3,1
202410,E02,P1,C5,F5,3310.48,6
202410,E02,P1,C6,F5,1931.11,9
202410,E02,P2,C1,F1,1035.75,5
202410,E02,P2,C2,F1,1657.2,9
202410,E02,P2,C3,F1,1035.75,7
202410,E02,P2,C4,F1,4660.87,0
202410,E02,P2,C5,F1,1242.9,2
202410,E02,P2,C6,F1,725.02,3
202410,E02,P2,C1,F2,1578.28,8
202410,E02,P2,C2,F2,2525.25,15
202410,E02,P2,C3,F2,1578.28,11
202410,E02,P2,C4,F2,7102.27,0
202410,E02,P2,C5,F2,1893.94,3
202410,E02,P2,C6,F2,1104.8,5
202410,E02,P2,C1,F3,2137.26,12
202410,E02,P2,C2,F3,3419.61,22
202410,E02,P2,C3,F3,2137.26,13
202410,E02,P2,C4,F3,9617.66,1
202410,E02,P2,C5,F3,2564.71,5
202410,E02,P2,C6,F3,1496.08,6
202410,E02,P2,C1,F4,2630.47,12
202410,E02,P2,C2,F4,4208.75,26
202410,E02,P2,C3,F4,2630.47,18
202410,E02,P2,C4,F4,11837.12,1
202410,E02,P2,C5,F4,3156.57,5
202410,E02,P2,C6,F4,1841.33,8
202410,E02,P2,C1,F5,2762.0,14
202410,E02,P2,C2,F5,4419.19,28
202410,E02,P2,C3,F5,2762.0,18
202410,E02,P2,C4,F5,12428.98,1
202410,E02,P2,C5,F5,3314.39,6
202410,E02,P2,C6,F5,1933.4,9
202410,E02,P3,C1,F1,746.29,4
202410,E02,P3,C2,F1,1194.06,7
202410,E02,P3,C3,F1,746.29,5
202410,E02,P3,C4,F1,3358.3,0
202410,E02,P3,C5,F1,895.55,1
202410,E02,P3,C6,F1,522.4,2
202410,E02,P3,C1,F2,1137.2,6
202410,E02,P3,C2,F2,1819.52,12
202410,E02,P3,C3,F2,1137.2,8
202410,E02,P3,C4,F2,5117.41,0
202410,E02,P3,C5,F2,1364.64,2
202410,E02,P3,C6,F2,796.04,3
202410,E02,P3,C1,F3,1539.96,8
202410,E02,P3,C2,F3,2463.94,14
202410,E02,P3,C3,F3,1539.96,9
202410,E02,P3,C4,F3,6929.83,0
202410,E02,P3,C5,F3,1847.95,3
202410,E02,P3,C6,F3,1077.97,5
202410,E02,P3,C1,F4,1895.34,9
202410,E02,P3,C2,F4,3032.54,19
202410,E02,P3,C3,F4,1895.34,13
202410,E02,P3,C4,F4,8529.02,1
202410,E02,P3,C5,F4,2274.41,4
202410,E02,P3,C6,F4,1326.74,6
202410,E02,P3,C1,F5,1990.1,10
202410,E02,P3,C2,F5,3184.17,17
202410,E02,P3,C3,F5,1990.1,13
202410,E02,P3,C4,F5,8955.47,1
202410,E02,P3,C5,F5,2388.13,4
202410,E02,P3,C6,F5,1393.07,6
202411,E02,P1,C1,F1,1143.04,6
202411,E02,P1,C2,F1,1828.86,11
202411,E02,P1,C3,F1,1143.04,7
202411,E02,P1,C4,F1,5143.68,0
202411,E02,P1,C5,F1,1371.65,2
202411,E02,P1,C6,F1,800.13,3
202411,E02,P1,C1,F2,1741.78,9
202411,E02,P1,C2,F2,2786.84,16
202411,E02,P1,C3,F2,1741.78,12
202411,E02,P1,C4,F2,7837.99,1
202411,E02,P1,C5,F2,2090.13,3
202411,E02,P1,C6,F2,1219.24,6
202411,E02,P1,C1,F3,2358.65,13
202411,E02,P1,C2,F3,3773.85,23
202411,E02,P1,C3,F3,2358.65,16
202411,E02,P1,C4,F3,10613.94,1
202411,E02,P1,C5,F3,2830.39,5
202411,E02,P1,C6,F3,1651.06,7
202411,E02,P1,C1,F4,2902.96,13
202411,E02,P1,C2,F4,4644.73,29
202411,E02,P1,C3,F4,2902.96,21
202411,E02,P1,C4,F4,13063.32,1
202411,E02,P1,C5,F4,3483.55,6
202411,E02,P1,C6,F4,2032.07,9
202411,E02,P1,C1,F5,3048.11,16
202411,E02,P1,C2,F5,4876.97,28
202411,E02,P1,C3,F5,3048.11,21
202411,E02,P1,C4,F5,13716.48,2
202411,E02,P1,C5,F5,3657.73,7
202411,E02,P1,C6,F5,2133.67,10
202411,E02,P2,C1,F1,1058.53,5
202411,E02,P2,C2,F1,1693.65,9
202411,E02,P2,C3,F1,1058.53,7
202411,E02,P2,C4,F1,4763.4,0
202411,E02,P2,C5,F1,1270.24,2
202411,E02,P2,C6,F1,740.97,3
202411,E02,P2,C1,F2,1613.0,9
202411,E02,P2,C2,F2,2580.8,16
202411,E02,P2,C3,F2,1613.0,10
202411,E02,P2,C4,F2,7258.51,0
202411,E02,P2,C5,F2,1935.6,3
202411,E02,P2,C6,F2,1129.1,5
202411,E02,P2,C1,F3,2184.27,11
202411,E02,P2,C2,F3,3494.84,22
202411,E02,P2,C3,F3,2184.27,14
202411,E02,P2,C4,F3,9829.24,1
202411,E02,P2,C5,F3,2621.13,5
202411,E02,P2,C6,F3,1528.99,7
202411,E02,P2,C1,F4,2688.34,13
202411,E02,P2,C2,F4,4301.34,27
202411,E02,P2,C3,F4,2688.34,19
202411,E02,P2,C4,F4,12097.52,1
202411,E02,P2,C5,F4,3226.01,5
202411,E02,P2,C6,F4,1881.84,8
202411,E02,P2,C1,F5,2822.76,14
202411,E02,P2,C2,F5,4516.41,28
202411,E02,P2,C3,F5,2822.76,19
202411,E02,P2,C4,F5,12702.4,1
202411,E02,P2,C5,F5,3387.31,6
202411,E02,P2,C6,F5,1975.93,9
202411,E02,P3,C1,F1,776.14,4
202411,E02,P3,C2,F1,1241.82,7
202411,E02,P3,C3,F1,776.14,5
202411,E02,P3,C4,F1,3492.62,0
202411,E02,P3,C5,F1,931.37,1
202411,E02,P3,C6,F1,543.3,2
202411,E02,P3,C1,F2,1182.69,5
202411,E02,P3,C2,F2,1892.3,11
202411,E02,P3,C3,F2,1182.69,8
202411,E02,P3,C4,F2,5322.09,0
202411,E02,P3,C5,F2,1419.22,2
202411,E02,P3,C6,F2,827.88,3
202411,E02,P3,C1,F3,1601.55,8
202411,E02,P3,C2,F3,2562.49,14
202411,E02,P3,C3,F3,1601.55,11
202411,E02,P3,C4,F3,7206.99,1
202411,E02,P3,C5,F3,1921.86,3
202411,E02,P3,C6,F3,1121.09,5
202411,E02,P3,C1,F4,1971.14,10
202411,E02,P3,C2,F4,3153.83,19
202411,E02,P3,C3,F4,1971.14,13
202411,E02,P3,C4,F4,8870.14,1
202411,E02,P3,C5,F4,2365.37,4
202411,E02,P3,C6,F4,1379.8,6
202411,E02,P3,C1,F5,2069.7,11
202411,E02,P3,C2,F5,3311.52,20
202411,E02,P3,C3,F5,2069.7,14
202411,E02,P3,C4,F5,9313.65,1
202411,E02,P3,C5,F5,2483.64,4
202411,E02,P3,C6,F5,1448.79,7
202412,E02,P1,C1,F1,1060.82,4
202412,E02,P1,C2,F1,1697.32,10
202412,E02,P1,C3,F1,1060.82,8
202412,E02,P1,C4,F1,4773.7,0
202412,E02,P1,C5,F1,1272.99,2
202412,E02,P1,C6,F1,742.58,3
202412,E02,P1,C1,F2,1616.49,9
202412,E02,P1,C2,F2,2586.39,16
202412,E02,P1,C3,F2,1616.49,11
202412,E02,P1,C4,F2,7274.21,1
202412,E02,P1,C5,F2,1939.79,3
202412,E02,P1,C6,F2,1131.54,6
202412,E02,P1,C1,F3,2189.0,11
202412,E02,P1,C2,F3,3502.4,21
202412,E02,P1,C3,F3,2189.0,15
202412,E02,P1,C4,F3,9850.49,1
202412,E02,P1,C5,F3,2626.8,5
202412,E02,P1,C6,F3,1532.3,7
202412,E02,P1,C1,F4,2694.15,14
202412,E02,P1,C2,F4,4310.64,25
202412,E02,P1,C3,F4,2694.15,19
202412,E02,P1,C4,F4,12123.68,1
202412,E02,P1,C5,F4,3232.98,6
202412,E02,P1,C6,F4,1885.91,8
202412,E02,P1,C1,F5,2828.86,14
202412,E02,P1,C2,F5,4526.17,27
202412,E02,P1,C3,F5,2828.86,20
202412,E02,P1,C4,F5,12729.87,1
202412,E02,P1,C5,F5,3394.63,6
202412,E02,P1,C6,F5,1980.2,9
202412,E02,P2,C1,F1,1020.72,5
202412,E02,P2,C2,F1,1633.15,9
202412,E02,P2,C3,F1,1020.72,6
202412,E02,P2,C4,F1,4593.24,0
202412,E02,P2,C5,F1,1224.86,2
202412,E02,P2,C6,F1,714.5,3
202412,E02,P2,C1,F2,1555.38,7
202412,E02,P2,C2,F2,2488.61,15
202412,E02,P2,C3,F2,1555.38,11
202412,E02,P2,C4,F2,6999.23,0
202412,E02,P2,C5,F2,1866.46,3
202412,E02,P2,C6,F2,1088.77,4
202412,E02,P2,C1,F3,2106.25,12
202412,E02,P2,C2,F3,3370.0,22
202412,E02,P2,C3,F3,2106.25,15
202412,E02,P2,C4,F3,9478.12,1
202412,E02,P2,C5,F3,2527.5,4
202412,E02,P2,C6,F3,1474.37,7
202412,E02,P2,C1,F4,2592.31,13
202412,E02,P2,C2,F4,4147.69,25
202412,E02,P2,C3,F4,2592.31,18
202412,E02,P2,C4,F4,11665.38,1
202412,E02,P2,C5,F4,3110.77,6
202412,E02,P2,C6,F4,1814.61,8
202412,E02,P2,C1,F5,2721.92,14
202412,E02,P2,C2,F5,4355.08,26
202412,E02,P2,C3,F5,2721.92,19
202412,E02,P2,C4,F5,12248.65,1
202412,E02,P2,C5,F5,3266.31,6
202412,E02,P2,C6,F5,1905.35,9
202412,E02,P3,C1,F1,800.13,4
202412,E02,P3,C2,F1,1280.21,8
202412,E02,P3,C3,F1,800.13,5
202412,E02,P3,C4,F1,3600.6,0
202412,E02,P3,C5,F1,960.16,1
202412,E02,P3,C6,F1,560.09,2
202412,E02,P3,C1,F2,1219.25,6
202412,E02,P3,C2,F2,1950.8,12
202412,E02,P3,C3,F2,1219.25,8
202412,E02,P3,C4,F2,5486.63,0
202412,E02,P3,C5,F2,1463.1,2
202412,E02,P3,C6,F2,853.48,4
202412,E02,P3,C1,F3,1651.07,8
202412,E02,P3,C2,F3,2641.71,15
202412,E02,P3,C3,F3,1651.07,12
202412,E02,P3,C4,F3,7429.81,0
202412,E02,P3,C5,F3,1981.28,4
202412,E02,P3,C6,F3,1155.75,5
202412,E02,P3,C1,F4,2032.08,10
202412,E02,P3,C2,F4,3251.34,21
202412,E02,P3,C3,F4,2032.08,15
202412,E02,P3,C4,F4,9144.38,1
202412,E02,P3,C5,F4,2438.5,5
202412,E02,P3,C6,F4,1422.46,6
202412,E02,P3,C1,F5,2133.69,12
202412,E02,P3,C2,F5,3413.9,20
202412,E02,P3,C3,F5,2133.69,14
202412,E02,P3,C4,F5,9601.6,1
202412,E02,P3,C5,F5,2560.43,5
202412,E02,P3,C6,F5,1493.58,7
202501,E02,P1,C1,F1,1140.38,6
202501,E02,P1,C2,F1,1824.6,11
202501,E02,P1,C3,F1,1140.38,8
202501,E02,P1,C4,F1,5131.7,0
202501,E02,P1,C5,F1,1368.45,2
202501,E02,P1,C6,F1,798.26,3
202501,E02,P1,C1,F2,1737.72,9
202501,E02,P1,C2,F2,2780.35,15
202501,E02,P1,C3,F2,1737.72,12
202501,E02,P1,C4,F2,7819.73,1
202501,E02,P1,C5,F2,2085.26,4
202501,E02,P1,C6,F2,1216.4,6
202501,E02,P1,C1,F3,2353.16,12
202501,E02,P1,C2,F3,3765.05,24
202501,E02,P1,C3,F3,2353.16,15
202501,E02,P1,C4,F3,10589.22,1
202501,E02,P1,C5,F3,2823.79,4
202501,E02,P1,C6,F3,1647.21,8
202501,E02,P1,C1,F4,2896.2,15
202501,E02,P1,C2,F4,4633.91,27
202501,E02,P1,C3,F4,2896.2,20
202501,E02,P1,C4,F4,13032.88,1
202501,E02,P1,C5,F4,3475.44,6
202501,E02,P1,C6,F4,2027.34,9
202501,E02,P1,C1,F5,3041.01,15
202501,E02,P1,C2,F5,4865.61,29
202501,E02,P1,C3,F5,3041.01,21
202501,E02,P1,C4,F5,13684.53,1
202501,E02,P1,C5,F5,3649.21,6
202501,E02,P1,C6,F5,2128.7,9
202501,E02,P2,C1,F1,981.68,5
202501,E02,P2,C2,F1,1570.68,9
202501,E02,P2,C3,F1,981.68,7
202501,E02,P2,C4,F1,4417.55,0
202501,E02,P2,C5,F1,1178.01,2
202501,E02,P2,C6,F1,687.17,3
202501,E02,P2,C1,F2,1495.89,8
202501,E02,P2,C2,F2,2393.42,15
202501,E02,P2,C3,F2,1495.89,10
202501,E02,P2,C4,F2,6731.51,0
202501,E02,P2,C5,F2,1795.07,3
202501,E02,P2,C6,F2,1047.12,5
202501,E02,P2,C1,F3,2025.68,11
202501,E02,P2,C2,F3,3241.1,22
202501,E02,P2,C3,F3,2025.68,14
202501,E02,P2,C4,F3,9115.58,1
202501,E02,P2,C5,F3,2430.82,4
202501,E02,P2,C6,F3,1417.98,6
202501,E02,P2,C1,F4,2493.15,13
202501,E02,P2,C2,F4,3989.04,23
202501,E02,P2,C3,F4,2493.15,18
202501,E02,P2,C4,F4,11219.18,1
202501,E02,P2,C5,F4,2991.78,5
202501,E02,P2,C6,F4,1745.21,7
202501,E02,P2,C1,F5,2617.81,14
202501,E02,P2,C2,F5,4188.49,24
202501,E02,P2,C3,F5,2617.81,19
202501,E02,P2,C4,F5,11780.14,1
202501,E02,P2,C5,F5,3141.37,5
202501,E02,P2,C6,F5,1832.47,9
202501,E02,P3,C1,F1,839.77,4
202501,E02,P3,C2,F1,1343.63,8
202501,E02,P3,C3,F1,839.77,5
202501,E02,P3,C4,F1,3778.97,0
202501,E02,P3,C5,F1,1007.72,1
202501,E02,P3,C6,F1,587.84,2
202501,E02,P3,C1,F2,1279.65,6
202501,E02,P3,C2,F2,2047.44,13
202501,E02,P3,C3,F2,1279.65,8
202501,E02,P3,C4,F2,5758.42,0
202501,E02,P3,C5,F2,1535.58,2
202501,E02,P3,C6,F2,895.75,4
202501,E02,P3,C1,F3,1732.86,10
202501,E02,P3,C2,F3,2772.57,15
202501,E02,P3,C3,F3,1732.86,12
202501,E02,P3,C4,F3,7797.86,1
202501,E02,P3,C5,F3,2079.43,3
202501,E02,P3,C6,F3,1213.0,5
202501,E02,P3,C1,F4,2132.75,11
202501,E02,P3,C2,F4,3412.4,20
202501,E02,P3,C3,F4,2132.75,15
202501,E02,P3,C4,F4,9597.37,1
202501,E02,P3,C5,F4,2559.3,4
202501,E02,P3,C6,F4,1492.92,6
202501,E02,P3,C1,F5,2239.39,10
202501,E02,P3,C2,F5,3583.02,22
202501,E02,P3,C3,F5,2239.39,15
202501,E02,P3,C4,F5,10077.24,1
202501,E02,P3,C5,F5,2687.26,5
202501,E02,P3,C6,F5,1567.57,6
202502,E02,P1,C1,F1,1139.14,6
202502,E02,P1,C2,F1,1822.63,12
202502,E02,P1,C3,F1,1139.14,8
202502,E02,P1,C4,F1,5126.15,0
202502,E02,P1,C5,F1,1366.97,2
202502,E02,P1,C6,F1,797.4,3
202502,E02,P1,C1,F2,1735.84,8
202502,E02,P1,C2,F2,2777.34,16
202502,E02,P1,C3,F2,1735.84,12
202502,E02,P1,C4,F2,7811.27,1
202502,E02,P1,C5,F2,2083.01,4
202502,E02,P1,C6,F2,1215.09,5
202502,E02,P1,C1,F3,2350.61,13
202502,E02,P1,C2,F3,3760.98,23
202502,E02,P1,C3,F3,2350.61,14
202502,E02,P1,C4,F3,10577.76,1
202502,E02,P1,C5,F3,2820.74,5
202502,E02,P1,C6,F3,1645.43,8
202502,E02,P1,C1,F4,2893.06,14
202502,E02,P1,C2,F4,4628.9,28
202502,E02,P1,C3,F4,2893.06,19
202502,E02,P1,C4,F4,13018.78,1
202502,E02,P1,C5,F4,3471.68,6
202502,E02,P1,C6,F4,2025.14,9
202502,E02,P1,C1,F5,3037.72,15
202502,E02,P1,C2,F5,4860.35,31
202502,E02,P1,C3,F5,3037.72,21
202502,E02,P1,C4,F5,13669.72,1
202502,E02,P1,C5,F5,3645.26,7
202502,E02,P1,C6,F5,2126.4,9
202502,E02,P2,C1,F1,824.49,4
202502,E02,P2,C2,F1,1319.18,8
202502,E02,P2,C3,F1,824.49,6
202502,E02,P2,C4,F1,3710.2,0
202502,E02,P2,C5,F1,989.39,1
202502,E02,P2,C6,F1,577.14,2
202502,E02,P2,C1,F2,1256.37,6
202502,E02,P2,C2,F2,2010.19,13
202502,E02,P2,C3,F2,1256.37,9
202502,E02,P2,C4,F2,5653.65,0
202502,E02,P2,C5,F2,1507.64,2
202502,E02,P2,C6,F2,879.46,3
202502,E02,P2,C1,F3,1701.33,9
202502,E02,P2,C2,F3,2722.13,17
202502,E02,P2,C3,F3,1701.33,12
202502,E02,P2,C4,F3,7655.98,1
202502,E02,P2,C5,F3,2041.59,4
202502,E02,P2,C6,F3,1190.93,5
202502,E02,P2,C1,F4,2093.94,10
202502,E02,P2,C2,F4,3350.31,22
202502,E02,P2,C3,F4,2093.94,14
202502,E02,P2,C4,F4,9422.74,1
202502,E02,P2,C5,F4,2512.73,5
202502,E02,P2,C6,F4,1465.76,7
202502,E02,P2,C1,F5,2198.64,11
202502,E02,P2,C2,F5,3517.82,19
202502,E02,P2,C3,F5,2198.64,15
202502,E02,P2,C4,F5,9893.88,1
202502,E02,P2,C5,F5,2638.37,5
202502,E02,P2,C6,F5,1539.05,6
202502,E02,P3,C1,F1,794.75,4
202502,E02,P3,C2,F1,1271.61,7
202502,E02,P3,C3,F1,794.75,5
202502,E02,P3,C4,F1,3576.39,0
202502,E02,P3,C5,F1,953.71,1
202502,E02,P3,C6,F1,556.33,2
202502,E02,P3,C1,F2,1211.05,6
202502,E02,P3,C2,F2,1937.69,12
202502,E02,P3,C3,F2,1211.05,8
202502,E02,P3,C4,F2,5449.74,0
202502,E02,P3,C5,F2,1453.26,3
202502,E02,P3,C6,F2,847.74,4
202502,E02,P3,C1,F3,1639.97,9
202502,E02,P3,C2,F3,2623.95,16
202502,E02,P3,C3,F3,1639.97,11
202502,E02,P3,C4,F3,7379.86,0
202502,E02,P3,C5,F3,1967.96,3
202502,E02,P3,C6,F3,1147.98,5
202502,E02,P3,C1,F4,2018.42,11
202502,E02,P3,C2,F4,3229.48,21
202502,E02,P3,C3,F4,2018.42,14
202502,E02,P3,C4,F4,9082.91,1
202502,E02,P3,C5,F4,2422.11,4
202502,E02,P3,C6,F4,1412.9,6
202502,E02,P3,C1,F5,2119.34,11
202502,E02,P3,C2,F5,3390.95,20
202502,E02,P3,C3,F5,2119.34,15
202502,E02,P3,C4,F5,9537.05,1
202502,E02,P3,C5,F5,2543.21,4
202502,E02,P3,C6,F5,1483.54,6
202503,E02,P1,C1,F1,1116.76,5
202503,E02,P1,C2,F1,1786.82,10
202503,E02,P1,C3,F1,1116.76,8
202503,E02,P1,C4,F1,5025.42,0
202503,E02,P1,C5,F1,1340.11,2
202503,E02,P1,C6,F1,781.73,3
202503,E02,P1,C1,F2,1701.73,9
202503,E02,P1,C2,F2,2722.77,16
202503,E02,P1,C3,F2,1701.73,12
202503,E02,P1,C4,F2,7657.78,1
